fiscal_year,agency_name,payee_name,payee_cleaned,payee_zip,amount
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,PHONAK INC,PHONAK INC,60678,261917.69
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,PIVOT ATHLETIC TRAINING LLC,PIVOT ATHLETIC TRAINING LLC,21286,45037.5
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,PLANO-COUDON LLC,PLANO-COUDON LLC,21230,1204507.36
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,PLAYGROUND SPECIALISTS INC,PLAYGROUND SPECIALISTS INC,21788,1105025.88
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,PLEASANTS CONSTRUCTION INC,PLEASANTS CONSTRUCTION INC,20871,193800
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"POLICY STUDIES ASSOCIATES, INC","POLICY STUDIES ASSOCIATES, INC",20036,28000
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,POTOMAC EDISON,POTOMAC EDISON,44309,962802.05
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,PRESENCELEARNING INC,PRESENCELEARNING INC,10018,258200
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,PREVOST CONSTRUCTION CO,PREVOST CONSTRUCTION CO,21797,2313955.32
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,PROCOM COMMUNICATIONS LLC,PROCOM COMMUNICATIONS LLC,20794,736243.45
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,PRODUCTS UNLIMITED DISTRIBUTORS INC,PRODUCTS UNLIMITED DISTRIBUTORS INC,33330,50154.25
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,PROFESSIONAL STARTUP AND OPERATING SERVICES INC,PROFESSIONAL STARTUP AND OPERATING SERVICES INC,21050,35684.89
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"PROFFITT & ASSOCIATES ARCHITECTS, PC","PROFFITT & ASSOCIATES ARCHITECTS, PC",21701,218881.5
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,PROJECT LEAD THE WAY INC,PROJECT LEAD THE WAY INC,46240,242551.95
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,PROQUEST LLC,PROQUEST LLC,60674,95136.39
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,PULSEWIND LLC,PULSEWIND LLC,60540,64529.16
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,PYRAMID PAPER COMPANY,PYRAMID PAPER COMPANY,33610,487434.05
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,QUADIENT INC,QUADIENT INC,75312,200160.76
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,QUALITY ONE CARE HOME HEALTH INC,QUALITY ONE CARE HOME HEALTH INC,20904,81680
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,QUAVERMUSIC.COM LLC,QUAVERMUSIC.COM LLC,37212,236880
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,RAM ENTERPRISES INC,RAM ENTERPRISES INC,21227,29782.75
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,RASIX COMPUTER CENTER INC,RASIX COMPUTER CENTER INC,91911,457545.13
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,RCC1545 LLC,RCC1545 LLC,94104,3923472.15
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,RDA CORPORATION,RDA CORPORATION,21030,267215
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"REALLY GOOD STUFF, LLC",REALLY GOOD STUFF LLC,06484,34059.86
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,REALLY GREAT READING LLC,REALLY GREAT READING LLC,20818,422253.22
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,RECOVERY POINT SYSTEMS INC,RECOVERY POINT SYSTEMS INC,20878,830862.24
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,REGINALD S LOURIE CENTER FOR INFANTS & YOUNG CHILDREN INC,REGINALD S LOURIE CENTER FOR INFANTS & YOUNG CHILDREN INC,20850,1496808.4
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,REGIONAL INSTITUTE FOR CHILDREN & ADOLESCENTS,REGIONAL INSTITUTE FOR CHILDREN & ADOLESCENTS,21229,229078.5
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,RESCUE ONE TRAINING FOR LIFE INC,RESCUE ONE TRAINING FOR LIFE INC,20879,1162453.66
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,RESEARCH FOR BETTER TEACHING,RESEARCH FOR BETTER TEACHING,01720,141125.86
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,RETRO ENVIRONMENTAL INC,RETRO ENVIRONMENTAL INC,21784,287400
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,REYNOLDS CONSULTING ENGINEERS INC,REYNOLDS CONSULTING ENGINEERS INC,17110,42666.35
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,RICH PRODUCT CORP,RICH PRODUCT CORP,60693,95587.17
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,RIDGE SCHOOL,RIDGE SCHOOL,20850,1841673.87
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,RIDGEWELLS HOLDINGS INC,RIDGEWELLS HOLDINGS INC,20816,120000
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,RIVERSIDE ASSESSMENTS LLC,RIVERSIDE ASSESSMENTS LLC,60143,262724.9
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,RIVERSIDE PAPER SUPPLY,RIVERSIDE PAPER SUPPLY,23603,61708.04
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,RK PAYROLL SOLUTIONS INC,RK PAYROLL SOLUTIONS INC,27617,427988.5
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,ROCKVILLE COLOR LLC,ROCKVILLE COLOR LLC,20852,210867.92
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"RODRIGUEZ, KATHLEEN M","RODRIGUEZ, KATHLEEN M",20906,1320
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"RODRIGUEZ, KATHLEEN M","RODRIGUEZ, KATHLEEN M",20770,31295
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,ROLYN COMPANIES INC,ROLYN COMPANIES INC,20852,246978.4
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,ROSEN PUBLISHING GROUP,ROSEN PUBLISHING GROUP,10087,33255.96
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,ROSETTA STONE LTD,ROSETTA STONE LTD,60055,375000
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,RRMM ARCHITECTS PC,RRMM ARCHITECTS PC,23320,297404.2
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,RSC ELECTRICAL & MECHANICAL CONTRACTORS INC,RSC ELECTRICAL & MECHANICAL CONTRACTORS INC,20785,49900
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,RT MACKENZIE INC,RT MACKENZIE INC,20794,38996.43
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,S FREEDMAN & SONS INC,S FREEDMAN & SONS INC,20785,5700937.32
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,S&E PAPER INC,S&E PAPER INC,20705,48467.51
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SAINT COLETTA OF GREATER WASHINGTON INC,SAINT COLETTA OF GREATER WASHINGTON INC,20003,148264.61
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SAMAHA ASSOCIATES PC,SAMAHA ASSOCIATES PC,22030,2709129.1
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SANDOW CONSTRUCTION INC,SANDOW CONSTRUCTION INC,20785,28500
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SAVORY LIFE LLC,SAVORY LIFE LLC,32233,271926.81
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SCENARIO LEARNING LLC,SCENARIO LEARNING LLC,33609,66025
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SCHNEIDER ELECTRIC IT USA INC,SCHNEIDER ELECTRIC IT CORPORATION,60693,29916.6
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SCHOLASTIC INC,SCHOLASTIC INC,45263,117404.63
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SCHOLASTIC INC,SCHOLASTIC INC,65102,667.58
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SCHOLASTIC LIBRARY PUBLISHING,SCHOLASTIC LIBRARY PUBLISHING,02241,112925.92
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SCHOOL DATEBOOKS INC,SCHOOL DATEBOOKS INC,47909,41591.16
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SCHOOL HEALTH CORPORATION,SCHOOL HEALTH CORPORATION,60678,192264.25
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SCHOOL HEALTH CORPORATION,SCHOOL HEALTH CORPORATION,60133,1916
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SCHOOL SPECIALTY INC,SCHOOL SPECIALTY LLC,54912,5055.43
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SCHOOL SPECIALTY INC,SCHOOL SPECIALTY LLC,02139,145.6
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SCHOOL SPECIALTY INC,SCHOOL SPECIALTY LLC,60693,393441.62
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SCHOOL SPECIALTY LLC,SCHOOL SPECIALTY LLC,19182,205660.68
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SCHWANS FOOD COMPANY,SCHWANS FOOD COMPANY,55485,73346.36
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SERVICE PHOTO SUPPLY INC,SERVICE PHOTO SUPPLY INC,21211,29149.6
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SERVICE TIRE TRUCK CENTER INC,SERVICE TIRE TRUCK CENTER INC,18017,203361.95
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SERVPRO OF ROCKVILLE-OLNEY INC,SERVPRO OF ROCKVILLE-OLNEY INC,20849,50927.33
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SEVERIN INTERMEDIATE HOLDINGS LLC,SEVERIN INTERMEDIATE HOLDINGS LLC,91439,1168811.7
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SEVERIN INTERMEDIATE HOLDINGS LLC,SEVERIN INTERMEDIATE HOLDINGS LLC,95630,668365
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SEVERIN INTERMEDIATE HOLDINGS LLC,SEVERIN INTERMEDIATE HOLDINGS LLC,94139,151488
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SHAPIRO & DUNCAN INC,SHAPIRO & DUNCAN INC,20850,2488992.5
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"SHEFFIELD POTTERY, INC",SHEFFIELD POTTERY INC.,01257,74961.6
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SHELDEN AND RUSH LLC,SHELDEN AND RUSH LLC,28655,58000
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SHEPPARD PRATT NON-CONTRACTED SERVICES LLC,SHEPPARD PRATT NON-CONTRACTED SERVICES LLC,21279,6634066.22
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SHIREEN REALTY INVESTMENTS LLC,SHIREEN REALTY INVESTMENTS LLC,20874,229023.71
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SHOREHAVEN INC,SHOREHAVEN INC,21921,1635510.03
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SIGMAN & SUMMERFIELD ASSOCIATES INC,SIGMAN & SUMMERFIELD ASSOCIATES INC,21093,208505
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SIGMAN & SUMMERFIELD ASSOCIATES INC,SIGMAN & SUMMERFIELD ASSOCIATES INC,21286,43665
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SIGNS & WONDERS INC,SIGNS & WONDERS INC,21784,26070.44
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SIMON & SCHUSTER INC,SIMON & SCHUSTER INC,10020,25106
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SKANSKA USA BUILDING,SKANSKA USA BUILDING,20850,2521273
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SMITH & HAINES INC,SMITH & HAINES INC,20837,1312558.05
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SMOLEN EMR ILKOVITCH ARCHITECTS INC,SMOLEN EMR ILKOVITCH ARCHITECTS INC.,20850,1618768.08
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SMUCKER FOODSERVICE INC,SMUCKER FOODSERVICE INC,60694,214976.71
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SNAP-ON INDUSTRIAL,SNAP-ON INDUSTRIAL,60673,40707.85
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SOCRATA INC,SOCRATA INC,98104,30000
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SOIL AND LAND USE TECHNOLOGY INC,SOIL AND LAND USE TECHNOLOGY INC,20002,48267
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SONIC LLC,SONIC LLC,20883,42961.89
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SOUTHERN INSULATION INC,SOUTHERN INSULATION INC,20781,439487.54
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SPECIALIZED EDUCATION OF MD INC,SPECIALIZED EDUCATION OF MD INC.,08103,973809.51
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SPEECH REHAB SERVICES LLC,SPEECH REHAB SERVICES LLC,33487,346438.82
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,ST ELIZABETH SCHOOL,ST ELIZABETH SCHOOL,21218,834198.68
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,STAFFING OPTIONS AND SOLUTIONS INC,STAFFING OPTIONS AND SOLUTIONS INC,60197,96083
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,STAGE RIGGING SERVICES INC,STAGE RIGGING SERVICES INC,27405,555977.98
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,STANBURY UNIFORMS LLC,STANBURY UNIFORMS LLC,64628,61204.4
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,STANTEC ARCHITECTURE INC,STANTEC ARCHITECTURE INC,60693,137308.69
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,STATE OF MARYLAND,STATE OF MARYLAND,21201,529472.25
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,STATE OF MARYLAND,STATE OF MARYLAND,21401,380
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,STATE OF MARYLAND,STATE OF MARYLAND,21282,8625
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,STEEL PRODUCTS INC,STEEL PRODUCTS INC,20850,320260.5
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,STORM WATER MANAGEMENT FACILITIES REPAIR GROUP INC,STORM WATER MANAGEMENT FACILITIES REPAIR GROUP INC,20879,486343.65
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,STRATHMORE HALL FOUNDATION INC,STRATHMORE HALL FOUNDATION INC,20852,126155
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SUMMIT ENERGY SERVICES INC,SUMMIT ENERGY SERVICES INC,60673,40940
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SUN EDISON LLC.,SUN EDISON LLC,94163,106841.85
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SUNBELT RENTALS INC,SUNBELT RENTALS INC,30384,436548.74
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SUPER DUPER INCORPORATED,SUPER DUPER INCORPORATED,29616,38911.7
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SUPERIOR SUPPLY LTD,SUPERIOR SUPPLY LTD,21227,370140.23
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SUPPORTED LLC,SUPPORTED LLC,22030,139132
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SUPREME MEDICAL FULFILLMENT SYSTEMS INC,SUPREME MEDICAL FULFILLMENT SYSTEMS INC,36685,125794.15
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SWEENEY BROTHERS INC,SWEENEY BROTHERS INC,20774,173677.88
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SYLVANE INC,SYLVANE INC.,30076,132630
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"SYLVANE, INC.",SYLVANE INC.,30076,291000
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SYN-TECH SYSTEMS INC,SYN-TECH SYSTEMS INC,32314,41388.54
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,SYN-TECH SYSTEMS INC,SYN-TECH SYSTEMS INC,32314,2261
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,T L GARDEN & ASSOCIATES INC,T L GARDEN & ASSOCIATES INC,20109,375832.12
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"TAN FIRE ALARMS, LLC","TAN FIRE ALARMS, LLC",21036,571557.5
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TCA ARCHITECTS LLC,TCA ARCHITECTS LLC,21032,200475
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TECHNOLOGY RESOURCE ASSOCIATES INC,TECHNOLOGY RESOURCE ASSOCIATES INC,28403,92926.08
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TESTOUT CORPORTATION,TESTOUT CORPORTATION,84062,33936
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TEX-AM CONSTRUCTION CO INC,TEX-AM CONSTRUCTION CO INC,20877,5956
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TEX-AM CONSTRUCTION CO INC,TEX-AM CONSTRUCTION CO INC,20877,102656
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TEXTHELP SYSTEMS INC,TEXTHELP SYSTEMS INC,01801,115800
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TF FASTER LLC,TT FASTER LLC,23452,32090
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,THE ARROW PROJECT,THE ARROW PROJECT,77388,154307.45
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,THE BEST BATTERY COMPANY INC,THE BEST BATTERY COMPANY INC,21224,166821.06
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,THE CHILDREN'S GUILD INC,THE CHILDREN'S GUILD INC.,21234,438871.08
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,THE DEVEREUX FOUNDATION,THE DEVEREUX FOUNDATION,44194,266890
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,THE F.A. BARTLETT TREE EXPERT COMPANY,THE F.A. BARTLETT TREE EXPERT COMPANY,06905,16640
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,THE FOUNDATION SCHOOLS,THE FOUNDATION SCHOOLS,20774,253750
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,THE FOUNDATION SCHOOLS,THE FOUNDATION SCHOOLS,20852,3459799.48
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,THE GEORGE B THOMAS SR LEARNING ACADEMY INC,THE GEORGE B THOMAS SR LEARNING ACADEMY INC,20902,280916.66
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,THE GREAT BOOKS FOUNDATION,THE GREAT BOOKS FOUNDATION,60601,128090.83
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"THE HEARING AND SPEECH AGENCY OF METROPOLITAN BALTIMORE, INC","THE HEARING AND SPEECH AGENCY OF METROPOLITAN BALTIMORE, INC",21215,265952.68
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,THE K GROUP ARCHITECTS,THE K GROUP ARCHITECTS,20852,236740
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,THE LITERACY LAB,THE LITERACY LAB,20036,116627
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,THE MARYLAND SCHOOL FOR THE BLIND,THE MARYLAND SCHOOL FOR THE BLIND,21236,335520.56
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,THE MATTHEWS GROUP INC,THE MATTHEWS GROUP INC,20134,261200
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,THE NEW ENGLAND CENTER FOR CHILDREN INC,THE NEW ENGLAND CENTER FOR CHILDREN INC,01772,316949.99
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,THE PROPHET CORPORATION,THE PROPHET CORPORATION,55485,70588.7
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,THE SELMA M LEVINE SCHOOL OF MUSIC,THE SELMA M LEVINE SCHOOL OF MUSIC,20008,42225
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,THE TREE HOUSE INC,THE TREE HOUSE INC,02062,130376.3
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,THE TREE HOUSE INC,THE TREE HOUSE INC,02459,178
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,THE WHITING-TURNER CONTRACTING COMPANY,THE WHITING-TURNER CONTRACTING COMPANY,21297,195000
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"THOMPSON, JOHN","THOMPSON, JOHN",34476,464140.73
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TILLEY CHEMICAL CO INC,TILLEY CHEMICAL CO INC,21275,66633.37
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TILLEY CHEMICAL CO INC,TILLEY CHEMICAL CO INC,19182,95981.55
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TIMROON GROUP LLC,TIMROON GROUP LLC,02461,97750
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TJ DISTRIBUTORS INC,TJ DISTRIBUTORS INC,21050,91082.42
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,T-MOBILE USA INC,T-MOBILE USA INC,45274,1779541.44
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TOTAL KITCHEN CARE LLC,TOTAL KITCHEN CARE LLC,21108,74418.6
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TOWSON MECHANICAL INC,TOWSON MECHANICAL INC,21234,10597795.51
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TOWSON STATE UNIVERSITY,TOWSON STATE UNIVERSITY,21252,92406
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TRANSFORM CHALLENGING BEHAVIOR INC,TRANSFORM CHALLENGING BEHAVIOR INC,90042,46230
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TRAPEZE SOFTWARE GROUP  INC,TRAPEZE SOFTWARE GROUP INC.,75320,57865.05
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TRAPEZE SOFTWARE GROUP INC,TRAPEZE SOFTWARE GROUP INC.,75320,65105
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TREATMENT & LEARNING CENTERS INC,TREATMENT & LEARNING CENTERS INC,20850,4332435.98
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TRIAD ENGINEERING INC,TRIAD ENGINEERING INC,21740,30116.95
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TRILITERAL LLC,TRILITERAL LLC,02864,27709.77
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TRIUMVIRATE ENVIRONMENT INC,TRIUMVIRATE ENVIRONMENT INC,06115,27753.5
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"TSENG, PAUL","TSENG, PAUL",20854,123711.26
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TT FASTER LLC,TT FASTER LLC,23452,32807.39
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TUCKMAN-BARBEE CONSTRUCTION CO,TUCKMAN-BARBEE CONSTRUCTION CO,20774,6289067.48
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TUMBLEWEED PRESS INC,TUMBLEWEED PRESS INC,M5M 3,41561
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TURNITIN LLC,TURNITIN LLC,94139,176179.06
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TYSON FOODS INC,TYSON FOODS INC,10087,374138.7
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,TYSON PREPARED FOODS INC,TYSON PREPARED FOODS INC,10087,123352.02
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,"ULINE, INC","ULINE, INC",60680,30365.73
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,UNISOURCE SERVICES LLC,UNISOURCE SERVICES LLC,21770,2422886.62
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,UNITEC DISTRIBUTION SYSTEMS INC,UNITEC DISTRIBUTION SYSTEMS INC,21157,344883.54
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,UNITED RENTALS NORTH AMERICA INC,UNITED RENTALS NORTH AMERICA INC,30384,42110.51
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,UNITED STATES POSTAL SERVICE,UNITED STATES POSTAL SERVICE,20898,410000
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,UNITED STATES POSTAL SERVICE,UNITED STATES POSTAL SERVICE,20850,10985
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,UNIVERSITY OF MARYLAND,UNIVERSITY OF MARYLAND,21250,87115.5
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,UNIVERSITY OF MARYLAND,UNIVERSITY OF MARYLAND,20783,31770
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,UNIVERSITY OF MARYLAND,UNIVERSITY OF MARYLAND,20742,875721.42
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,UNIVERSITY OF MARYLAND,UNIVERSITY OF MARYLAND,20850,18645
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,UNIVERSITY OF WISCONSIN SYSTEM,UNIVERSITY OF WISCONSIN SYSTEM,53706,34000
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,URBAN N ZINK CONTRACTOR INC,URBAN N ZINK CONTRACTOR INC,21027,177759.5
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,US MODULAR GROUP EAST INC,US MODULAR GROUP EAST INC,21013,915404
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,UTAH YOUTH VILLAGE,UTAH YOUTH VILLAGE,84121,69358
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,VALLEY SPEECH LANGUAGE AND LEARNING CENTER,VALLEY SPEECH LANGUAGE AND LEARNING CENTER,78520,64458.8
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,VANGUARD MODULAR BUILDING SYSTEMS LLC,VANGUARD MODULAR BUILDING SYSTEMS LLC,19182,30450
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,VARSITY BRANDS HOLDING CO INC,VARSITY BRANDS HOLDING CO INC,75284,2990.34
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,VARSITY BRANDS HOLDING CO INC,VARSITY BRANDS HOLDING CO INC,75266,219601.63
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,VARSITY BRANDS HOLDING CO INC,VARSITY BRANDS HOLDING CO INC,38115,4450.93
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,VATICA CONTRACTING INC,VATICA CONTRACTING INC,20781,1502496
2021,MONTGOMERY COUNTY PUBLIC SCHOOLS,VENABLE LLP,VENABLE LLP,21264,310515.12
